UiD,num_pot,genotype,soil,treatment,id,num_leaf,tray,experiment,region,north_LatY,west_LongX,country,dw_g,dw_mg
1051,30,B73,Sao Domingos,50%FC,30,L6,6,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0052,5.2
1201,55,Matuba,Sutton Bonington,20%FC,55,L3,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.048,48
1298,73,B73,Sutton Bonington,50%FC,73,L1,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0048,4.8
1203,55,Matuba,Sutton Bonington,20%FC,55,L5,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0261,26.1
1303,73,B73,Sutton Bonington,50%FC,73,Stem,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0884,88.4
1317,77,B73,Sutton Bonington,20%FC,77,L2,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.0159,15.9
1052,30,B73,Sao Domingos,50%FC,30,Stem,6,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.156,156
1107,38,CVSt,Sutton Bonington,20%FC,38,L6,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0025,2.5
1106,38,CVSt,Sutton Bonington,20%FC,38,L5,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0407,40.7
1299,73,B73,Sutton Bonington,50%FC,73,L2,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0227,22.7
1048,30,B73,Sao Domingos,50%FC,30,L3,6,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0578,57.8
1047,30,B73,Sao Domingos,50%FC,30,L2,6,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0239,23.9
1046,30,B73,Sao Domingos,50%FC,30,L1,6,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0047,4.7
1302,73,B73,Sutton Bonington,50%FC,73,L5,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0289,28.9
1103,38,CVSt,Sutton Bonington,20%FC,38,L2,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0273,27.3
1084,35,CVSt,Sutton Bonington,50%FC,35,L4,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.1197,119.7
1194,54,Matuba,Sutton Bonington,20%FC,54,L3,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0373,37.3
1192,54,Matuba,Sutton Bonington,20%FC,54,L1,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0043,4.3
1193,54,Matuba,Sutton Bonington,20%FC,54,L2,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0132,13.2
1083,35,CVSt,Sutton Bonington,50%FC,35,L3,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0779,77.9
1087,35,CVSt,Sutton Bonington,50%FC,35,Stem,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.1559,155.9
1198,54,Matuba,Sutton Bonington,20%FC,54,Stem,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.1078,107.8
1020,26,Matuba,Sao Domingos,50%FC,26,L2,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0313,31.3
1307,75,B73,Sutton Bonington,20%FC,75,L4,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0564,56.4
982,20,CVSt,Sao Domingos,50%FC,20,L6,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0314,31.4
983,20,CVSt,Sao Domingos,50%FC,20,Stem,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.3977,397.7
981,20,CVSt,Sao Domingos,50%FC,20,L5,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1048,104.8
980,20,CVSt,Sao Domingos,50%FC,20,L4,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1807,180.7
979,20,CVSt,Sao Domingos,50%FC,20,L3,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1363,136.3
1081,35,CVSt,Sutton Bonington,50%FC,35,L1,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0094,9.4
985,21,CVSt,Sao Domingos,50%FC,21,L2,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0655,65.5
1196,54,Matuba,Sutton Bonington,20%FC,54,L5,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0445,44.5
1305,75,B73,Sutton Bonington,20%FC,75,L2,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0126,12.6
973,19,CVSt,Sao Domingos,50%FC,19,L4,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1494,149.4
978,20,CVSt,Sao Domingos,50%FC,20,L2,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0527,52.7
976,19,CVSt,Sao Domingos,50%FC,19,Stem,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.2875,287.5
984,21,CVSt,Sao Domingos,50%FC,21,L1,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0158,15.8
977,20,CVSt,Sao Domingos,50%FC,20,L1,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0141,14.1
989,21,CVSt,Sao Domingos,50%FC,21,L6,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0155,15.5
1304,75,B73,Sutton Bonington,20%FC,75,L1,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.006,6
1308,75,B73,Sutton Bonington,20%FC,75,L5,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.019,19
972,19,CVSt,Sao Domingos,50%FC,19,L3,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1189,118.9
1022,26,Matuba,Sao Domingos,50%FC,26,L4,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1641,164.1
1021,26,Matuba,Sao Domingos,50%FC,26,L3,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0874,87.4
987,21,CVSt,Sao Domingos,50%FC,21,L4,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1588,158.8
990,21,CVSt,Sao Domingos,50%FC,21,Stem,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.2858,285.8
1024,26,Matuba,Sao Domingos,50%FC,26,L6,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.013,13
1023,26,Matuba,Sao Domingos,50%FC,26,L5,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0827,82.7
970,19,CVSt,Sao Domingos,50%FC,19,L1,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0145,14.5
971,19,CVSt,Sao Domingos,50%FC,19,L2,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0512,51.2
974,19,CVSt,Sao Domingos,50%FC,19,L5,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.097,97
975,19,CVSt,Sao Domingos,50%FC,19,L6,2,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0207,20.7
1013,25,Matuba,Sao Domingos,50%FC,25,L2,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0365,36.5
988,21,CVSt,Sao Domingos,50%FC,21,L5,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1059,105.9
1015,25,Matuba,Sao Domingos,50%FC,25,L4,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1965,196.5
1306,75,B73,Sutton Bonington,20%FC,75,L3,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0389,38.9
1012,25,Matuba,Sao Domingos,50%FC,25,L1,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0081,8.1
986,21,CVSt,Sao Domingos,50%FC,21,L3,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1402,140.2
1014,25,Matuba,Sao Domingos,50%FC,25,L3,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1037,103.7
1018,25,Matuba,Sao Domingos,50%FC,25,Stem,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.3879,387.9
1016,25,Matuba,Sao Domingos,50%FC,25,L5,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1471,147.1
1019,26,Matuba,Sao Domingos,50%FC,26,L1,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0101,10.1
1017,25,Matuba,Sao Domingos,50%FC,25,L6,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0182,18.2
1309,75,B73,Sutton Bonington,20%FC,75,Stem,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0696,69.6
1025,26,Matuba,Sao Domingos,50%FC,26,Stem,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.4036,403.6
1170,49,Matuba,Sutton Bonington,50%FC,49,L5,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.026,26
1169,49,Matuba,Sutton Bonington,50%FC,49,L4,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0811,81.1
1166,49,Matuba,Sutton Bonington,50%FC,49,L1,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0093,9.3
1168,49,Matuba,Sutton Bonington,50%FC,49,L3,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0839,83.9
875,3,CVSt,Tarrafal,50%FC,3,L5,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0552,55.2
873,3,CVSt,Tarrafal,50%FC,3,L3,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1085,108.5
1171,49,Matuba,Sutton Bonington,50%FC,49,Stem,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.1552,155.2
876,3,CVSt,Tarrafal,50%FC,3,Stem,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.2397,239.7
871,3,CVSt,Tarrafal,50%FC,3,L1,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0173,17.3
874,3,CVSt,Tarrafal,50%FC,3,L4,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1117,111.7
1101,37,CVSt,Sutton Bonington,50%FC,37,Stem,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.1638,163.8
1100,37,CVSt,Sutton Bonington,50%FC,37,L6,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0054,5.4
1099,37,CVSt,Sutton Bonington,50%FC,37,L5,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0614,61.4
1098,37,CVSt,Sutton Bonington,50%FC,37,L4,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0707,70.7
1167,49,Matuba,Sutton Bonington,50%FC,49,L2,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0415,41.5
1097,37,CVSt,Sutton Bonington,50%FC,37,L3,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.079,79
1095,37,CVSt,Sutton Bonington,50%FC,37,L1,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.012,12
863,1,CVSt,Tarrafal,50%FC,1,L6,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0147,14.7
1127,41,CVSt,Sutton Bonington,20%FC,41,L6,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0038,3.8
1096,37,CVSt,Sutton Bonington,50%FC,37,L2,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0455,45.5
872,3,CVSt,Tarrafal,50%FC,3,L2,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0551,55.1
1311,76,B73,Sutton Bonington,20%FC,76,L2,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0162,16.2
1310,76,B73,Sutton Bonington,20%FC,76,L1,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0064,6.4
1007,24,Matuba,Sao Domingos,50%FC,24,L3,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1066,106.6
1314,76,B73,Sutton Bonington,20%FC,76,L5,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0268,26.8
1040,29,Zm523,Sao Domingos,50%FC,29,L1,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0118,11.8
963,18,CVSt,Sao Domingos,50%FC,18,L1,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0187,18.7
1089,36,CVSt,Sutton Bonington,50%FC,36,L2,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0337,33.7
1005,24,Matuba,Sao Domingos,50%FC,24,L1,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0096,9.6
938,14,B73,Tarrafal,50%FC,14,L1,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0036,3.6
943,14,B73,Tarrafal,50%FC,14,Stem,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.125,125
1214,57,Matuba,Sutton Bonington,20%FC,57,L4,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0475,47.5
1294,72,B73,Sutton Bonington,50%FC,72,L4,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0797,79.7
1293,72,B73,Sutton Bonington,50%FC,72,L3,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0522,52.2
939,14,B73,Tarrafal,50%FC,14,L2,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0167,16.7
1088,36,CVSt,Sutton Bonington,50%FC,36,L1,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0099,9.9
1009,24,Matuba,Sao Domingos,50%FC,24,L5,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0959,95.9
1275,68,Zm523,Sutton Bonington,20%FC,68,Stem,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.1227,122.7
1042,29,Zm523,Sao Domingos,50%FC,29,L3,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1172,117.2
1295,72,B73,Sutton Bonington,50%FC,72,L5,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0573,57.3
964,18,CVSt,Sao Domingos,50%FC,18,L2,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0569,56.9
1271,68,Zm523,Sutton Bonington,20%FC,68,L2,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0278,27.8
942,14,B73,Tarrafal,50%FC,14,L5,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0344,34.4
941,14,B73,Tarrafal,50%FC,14,L4,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0699,69.9
1041,29,Zm523,Sao Domingos,50%FC,29,L2,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0453,45.3
1313,76,B73,Sutton Bonington,20%FC,76,L4,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.05,50
965,18,CVSt,Sao Domingos,50%FC,18,L3,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.115,115
1216,57,Matuba,Sutton Bonington,20%FC,57,Stem,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0725,72.5
1274,68,Zm523,Sutton Bonington,20%FC,68,L5,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0342,34.2
1093,36,CVSt,Sutton Bonington,50%FC,36,L6,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0087,8.7
1273,68,Zm523,Sutton Bonington,20%FC,68,L4,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0675,67.5
1043,29,Zm523,Sao Domingos,50%FC,29,L4,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1307,130.7
1044,29,Zm523,Sao Domingos,50%FC,29,L5,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0579,57.9
1213,57,Matuba,Sutton Bonington,20%FC,57,L3,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0333,33.3
968,18,CVSt,Sao Domingos,50%FC,18,L6,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0302,30.2
1091,36,CVSt,Sutton Bonington,50%FC,36,L4,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0713,71.3
940,14,B73,Tarrafal,50%FC,14,L3,5,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0484,48.4
1092,36,CVSt,Sutton Bonington,50%FC,36,L5,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0519,51.9
1011,24,Matuba,Sao Domingos,50%FC,24,Stem,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.3516,351.6
1010,24,Matuba,Sao Domingos,50%FC,24,L6,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0241,24.1
967,18,CVSt,Sao Domingos,50%FC,18,L5,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1206,120.6
1211,57,Matuba,Sutton Bonington,20%FC,57,L1,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0051,5.1
1270,68,Zm523,Sutton Bonington,20%FC,68,L1,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0053,5.3
1090,36,CVSt,Sutton Bonington,50%FC,36,L3,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0578,57.8
1272,68,Zm523,Sutton Bonington,20%FC,68,L3,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0521,52.1
1312,76,B73,Sutton Bonington,20%FC,76,L3,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0317,31.7
1008,24,Matuba,Sao Domingos,50%FC,24,L4,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1429,142.9
1045,29,Zm523,Sao Domingos,50%FC,29,Stem,4,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.3473,347.3
1215,57,Matuba,Sutton Bonington,20%FC,57,L5,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0274,27.4
1297,72,B73,Sutton Bonington,50%FC,72,Stem,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.1145,114.5
1315,76,B73,Sutton Bonington,20%FC,76,Stem,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.064,64
1291,72,B73,Sutton Bonington,50%FC,72,L1,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0043,4.3
1292,72,B73,Sutton Bonington,50%FC,72,L2,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0191,19.1
1296,72,B73,Sutton Bonington,50%FC,72,L6,8,3,Sutton Bonington,52.833265,-1.24906,UK,0.0035,3.5
969,18,CVSt,Sao Domingos,50%FC,18,Stem,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.4089,408.9
1212,57,Matuba,Sutton Bonington,20%FC,57,L2,5,3,Sutton Bonington,52.833265,-1.24906,UK,0.0135,13.5
1094,36,CVSt,Sutton Bonington,50%FC,36,Stem,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.1148,114.8
1006,24,Matuba,Sao Domingos,50%FC,24,L2,1,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0368,36.8
966,18,CVSt,Sao Domingos,50%FC,18,L4,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1663,166.3
1003,23,Matuba,Sao Domingos,50%FC,23,L6,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0188,18.8
1109,39,CVSt,Sutton Bonington,20%FC,39,L1,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0175,17.5
1113,39,CVSt,Sutton Bonington,20%FC,39,L5,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0505,50.5
1110,39,CVSt,Sutton Bonington,20%FC,39,L2,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0336,33.6
1028,27,Zm523,Sao Domingos,50%FC,27,L3,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1044,104.4
916,10,Matuba,Tarrafal,50%FC,10,L3,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0623,62.3
1111,39,CVSt,Sutton Bonington,20%FC,39,L3,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0688,68.8
1115,39,CVSt,Sutton Bonington,20%FC,39,Stem,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.1356,135.6
860,1,CVSt,Tarrafal,50%FC,1,L3,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1053,105.3
1112,39,CVSt,Sutton Bonington,20%FC,39,L4,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0752,75.2
1027,27,Zm523,Sao Domingos,50%FC,27,L2,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0296,29.6
914,10,Matuba,Tarrafal,50%FC,10,L1,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0055,5.5
1000,23,Matuba,Sao Domingos,50%FC,23,L3,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.09,90
1031,27,Zm523,Sao Domingos,50%FC,27,L6,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0133,13.3
1122,41,CVSt,Sutton Bonington,20%FC,41,L1,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0163,16.3
915,10,Matuba,Tarrafal,50%FC,10,L2,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0221,22.1
861,1,CVSt,Tarrafal,50%FC,1,L4,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1051,105.1
1114,39,CVSt,Sutton Bonington,20%FC,39,L6,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0088,8.8
998,23,Matuba,Sao Domingos,50%FC,23,L1,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0122,12.2
999,23,Matuba,Sao Domingos,50%FC,23,L2,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0303,30.3
1125,41,CVSt,Sutton Bonington,20%FC,41,L4,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0856,85.6
1132,42,CVSt,Sutton Bonington,20%FC,42,L4,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.06,60
917,10,Matuba,Tarrafal,50%FC,10,L4,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0835,83.5
1004,23,Matuba,Sao Domingos,50%FC,23,Stem,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.3573,357.3
1002,23,Matuba,Sao Domingos,50%FC,23,L5,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1293,129.3
918,10,Matuba,Tarrafal,50%FC,10,L5,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0581,58.1
862,1,CVSt,Tarrafal,50%FC,1,L5,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0616,61.6
1124,41,CVSt,Sutton Bonington,20%FC,41,L3,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0855,85.5
1123,41,CVSt,Sutton Bonington,20%FC,41,L2,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0429,42.9
1001,23,Matuba,Sao Domingos,50%FC,23,L4,8,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1754,175.4
1032,27,Zm523,Sao Domingos,50%FC,27,Stem,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.3916,391.6
1133,42,CVSt,Sutton Bonington,20%FC,42,L5,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0312,31.2
919,10,Matuba,Tarrafal,50%FC,10,Stem,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1734,173.4
859,1,CVSt,Tarrafal,50%FC,1,L2,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0391,39.1
1029,27,Zm523,Sao Domingos,50%FC,27,L4,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1619,161.9
1130,42,CVSt,Sutton Bonington,20%FC,42,L2,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0258,25.8
1030,27,Zm523,Sao Domingos,50%FC,27,L5,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.1122,112.2
1128,41,CVSt,Sutton Bonington,20%FC,41,Stem,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.1843,184.3
1126,41,CVSt,Sutton Bonington,20%FC,41,L5,3,3,Sutton Bonington,52.833265,-1.24906,UK,0.0496,49.6
1026,27,Zm523,Sao Domingos,50%FC,27,L1,7,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.0099,9.9
858,1,CVSt,Tarrafal,50%FC,1,L1,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.013,13
864,1,CVSt,Tarrafal,50%FC,1,Stem,3,3,Colonato,15.254874,-23.744146,Cabo Verde,0.2621,262.1
1134,42,CVSt,Sutton Bonington,20%FC,42,Stem,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0853,85.3
1131,42,CVSt,Sutton Bonington,20%FC,42,L3,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0469,46.9
1129,42,CVSt,Sutton Bonington,20%FC,42,L1,1,3,Sutton Bonington,52.833265,-1.24906,UK,0.0093,9.3
1121,40,CVSt,Sutton Bonington,20%FC,40,Stem,6,3,Sutton Bonington,52.833265,-1.24906,UK,NA,NA
1261,66,Zm523,Sutton Bonington,20%FC,66,L4,8,3,Sutton Bonington,52.833265,-1.24906,UK,NA,NA
1036,28,Zm523,Sao Domingos,50%FC,28,L4,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,NA,NA
1207,56,Matuba,Sutton Bonington,20%FC,56,L3,7,3,Sutton Bonington,52.833265,-1.24906,UK,NA,NA
1210,56,Matuba,Sutton Bonington,20%FC,56,Stem,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0967,96.7
877,4,CVSt,Tarrafal,50%FC,4,L1,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0152,15.2
892,6,Matuba,Tarrafal,50%FC,6,L3,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0761,76.1
1208,56,Matuba,Sutton Bonington,20%FC,56,L4,7,3,Sutton Bonington,52.833265,-1.24906,UK,0.0646,64.6
1039,28,Zm523,Sao Domingos,50%FC,28,Stem,3,3,Ribeira São Domingos (Nora),15.018798,-23.548427,Cabo Verde,0.4469,446.9
878,4,CVSt,Tarrafal,50%FC,4,L2,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0573,57.3
891,6,Matuba,Tarrafal,50%FC,6,L2,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.0304,30.4
1244,63,Zm523,Sutton Bonington,50%FC,63,Stem,4,3,Sutton Bonington,52.833265,-1.24906,UK,0.2129,212.9
895,6,Matuba,Tarrafal,50%FC,6,Stem,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.2589,258.9
882,4,CVSt,Tarrafal,50%FC,4,Stem,1,3,Colonato,15.254874,-23.744146,Cabo Verde,0.1591,159.1
893,6,Matuba,Tarrafal,50%FC,6,L4,6,3,Colonato,15.254874,-23.744146,Cabo Verde,0.086,86
1182,52,Matuba,Sutton Bonington,50%FC,52,L4,2,3,Sutton Bonington,52.833265,-1.24906,UK,0.0853,85.3
